name,age,lifestyle,zip code,family status,car,sports,earnings,living area,label
POvl7EK3,26.0,healthy,48836.0,single,expensive,badminton,36603.0,urban,no response
eSWmV6DA,68.0,cozily,50921.0,married,practical,badminton,95063.0,rural,response
FoO2AstX,40.0,active,61474.0,single,practical,,125228.0,rural,no response
AJfDHayv,64.0,healthy,63104.0,married,expensive,,40519.0,urban,response
WVhSdsjr,34.0,active,94095.0,single,practical,soccer,35907.0,rural,no response
GR5fAupE,56.0,healthy,95665.0,married,practical,,114802.0,urban,response
YY9skY7s,32.0,cozily,77791.0,single,expensive,,85683.0,urban,no response
tghtwN8N,54.0,cozily,75779.0,single,expensive,athletics,124510.0,urban,no response
Hnowse50,23.0,healthy,69254.0,single,expensive,soccer,143949.0,rural,response
JaeyVg5w,16.0,active,55104.0,single,practical,,128028.0,urban,no response
PmEfBuhk,64.0,healthy,60099.0,single,expensive,badminton,30487.0,urban,response
PTIA8LbG,16.0,cozily,42210.0,married,expensive,,139813.0,rural,no response
wAhfq0D8,35.0,cozily,31394.0,married,practical,badminton,47591.0,urban,no response
BPupJFkf,53.0,cozily,40391.0,married,practical,athletics,58076.0,urban,response
F3OgY25Y,44.0,active,54987.0,married,expensive,soccer,94220.0,urban,no response
5n0LvRHW,16.0,cozily,74862.0,single,practical,badminton,34022.0,rural,no response
ibawW8hJ,64.0,healthy,62517.0,married,practical,soccer,148801.0,rural,response
0pkDHCyD,34.0,active,22587.0,married,practical,badminton,62640.0,urban,no response
qYzjSWh4,26.0,healthy,87573.0,married,practical,soccer,59402.0,rural,no response
oLMwDO4A,36.0,active,64858.0,single,practical,athletics,38878.0,rural,no response
zkulz2k0,53.0,active,83855.0,single,expensive,badminton,60987.0,rural,no response
I0peI4AJ,57.0,cozily,58325.0,married,expensive,badminton,92489.0,rural,response
hyK9W7gm,43.0,cozily,85310.0,single,expensive,athletics,76131.0,rural,no response
2LfcPnmI,65.0,healthy,92907.0,married,practical,athletics,111699.0,rural,response
qe7UYTNk,21.0,cozily,86867.0,married,expensive,badminton,25683.0,urban,no response
4ngm211L,38.0,active,46213.0,single,practical,soccer,121839.0,urban,no response
tkTrs5Za,35.0,cozily,56822.0,married,practical,athletics,114307.0,rural,no response
Cg1Zykpm,48.0,cozily,81564.0,married,practical,soccer,29080.0,urban,no response
vOVaQe4i,15.0,active,46770.0,single,expensive,badminton,88798.0,urban,no response
w9Ax59hh,34.0,active,98791.0,single,expensive,athletics,98443.0,urban,no response
gY8fveSZ,65.0,healthy,60811.0,single,expensive,soccer,125593.0,urban,response
K3KZr7rW,27.0,cozily,90600.0,single,practical,,70973.0,rural,no response
oFEEEb7o,48.0,active,30175.0,married,practical,athletics,49111.0,urban,no response
aISf3ypo,32.0,cozily,98225.0,single,expensive,soccer,98623.0,urban,no response
nDamjzyL,28.0,healthy,93908.0,married,expensive,soccer,120164.0,urban,no response
mxaDZsQq,67.0,healthy,80398.0,single,practical,soccer,70512.0,rural,no response
YmGdxBvz,37.0,cozily,34417.0,married,expensive,soccer,71792.0,urban,no response
H9DCKIRN,63.0,healthy,62746.0,married,practical,,135936.0,urban,response
VNvDP0Ax,38.0,active,56402.0,single,expensive,soccer,84244.0,rural,no response
xc8xg2Qg,56.0,cozily,46471.0,married,expensive,athletics,113948.0,urban,response
AKkgZADo,64.0,active,88908.0,married,expensive,athletics,147235.0,rural,response
W1MHESjL,56.0,cozily,85060.0,married,expensive,soccer,137738.0,urban,response
XZ3QwWiO,43.0,healthy,31038.0,single,expensive,badminton,95703.0,urban,no response
hnSxLoyu,36.0,active,19577.0,single,expensive,badminton,122082.0,urban,no response
3bLHzbBp,22.0,healthy,28666.0,married,practical,athletics,52754.0,urban,response
kp7zYGfk,18.0,cozily,84056.0,single,practical,badminton,114038.0,urban,no response
aqq3FPnH,23.0,healthy,95396.0,married,expensive,athletics,31889.0,rural,no response
9I0FfuRd,16.0,healthy,62501.0,married,practical,,130402.0,urban,no response
fFpKSmoN,40.0,cozily,34689.0,single,practical,soccer,126762.0,urban,no response
fWvLf48h,58.0,cozily,37576.0,single,practical,badminton,104120.0,urban,no response
657G9im5,47.0,healthy,15674.0,married,practical,badminton,46284.0,urban,no response
I39gnXwZ,32.0,active,51492.0,single,expensive,badminton,77499.0,rural,no response
vIaERG4z,66.0,active,30912.0,married,expensive,badminton,90786.0,rural,response
hI8xR9dr,35.0,healthy,89863.0,single,expensive,soccer,57210.0,urban,no response
FLAwL6pO,66.0,active,74277.0,single,expensive,,58113.0,rural,response
GTRYSzId,60.0,active,17814.0,single,expensive,athletics,137833.0,rural,response
WKHaqKbn,36.0,cozily,76877.0,married,practical,badminton,34547.0,urban,no response
eESUGnmV,25.0,healthy,44500.0,married,expensive,soccer,67804.0,rural,no response
WYokkkwL,52.0,healthy,94203.0,married,practical,athletics,94222.0,urban,no response
3F9dPh9q,21.0,healthy,55488.0,single,expensive,athletics,42740.0,urban,no response
x8Gt6ytC,62.0,healthy,36958.0,single,expensive,soccer,86920.0,urban,response
o6Wp3zeV,53.0,cozily,28206.0,married,expensive,badminton,48945.0,urban,no response
uGfd0jwE,54.0,active,74080.0,single,expensive,badminton,61027.0,rural,no response
0xgrpne7,35.0,healthy,11066.0,married,expensive,soccer,144599.0,urban,response
ZN6jPY4s,61.0,active,29484.0,married,practical,badminton,37996.0,rural,response
K7TTBNTF,36.0,healthy,87597.0,single,expensive,,131100.0,urban,no response
obTUZvwZ,69.0,active,10537.0,married,practical,athletics,45127.0,urban,response
03houfS8,56.0,active,31429.0,single,expensive,,60227.0,urban,no response
o1SIbrKy,38.0,healthy,70872.0,single,practical,,59084.0,rural,no response
tSaKVi8c,69.0,cozily,69598.0,single,practical,soccer,39900.0,rural,response
B0Iu3bWX,30.0,healthy,67597.0,single,expensive,badminton,67006.0,urban,no response
00zg5OZ8,52.0,active,90747.0,married,expensive,athletics,44585.0,urban,no response
U7sWEl8N,20.0,active,85252.0,married,expensive,athletics,116525.0,urban,no response
jlr77GBb,46.0,healthy,57513.0,married,practical,badminton,45362.0,urban,no response
VKNXKr4M,69.0,cozily,94515.0,single,expensive,athletics,92706.0,urban,response
r2qmFzBS,48.0,active,13838.0,single,expensive,badminton,91107.0,urban,response
iZhnE3UU,51.0,active,53086.0,married,expensive,athletics,115946.0,urban,no response
ZpC4cqLx,51.0,active,36847.0,married,expensive,soccer,89436.0,rural,no response
Qj2Rp3qG,61.0,active,37328.0,married,expensive,,117047.0,urban,response
13U2ti0w,59.0,cozily,97791.0,married,practical,athletics,129664.0,rural,no response
5L5reqmd,51.0,healthy,12615.0,single,expensive,soccer,66129.0,urban,response
ilMckMXc,16.0,cozily,23374.0,married,expensive,badminton,103620.0,rural,no response
zSYBT6v3,68.0,healthy,25536.0,single,practical,badminton,134957.0,rural,no response
JXuU834o,40.0,healthy,21882.0,married,expensive,athletics,39027.0,urban,no response
tD4mgCN8,16.0,active,23742.0,single,expensive,badminton,54031.0,rural,no response
R8tzzxOD,28.0,cozily,26179.0,single,practical,,118588.0,rural,no response
lokjy5Z2,37.0,cozily,75051.0,married,practical,soccer,93199.0,urban,no response
s2iKwwaF,52.0,healthy,46322.0,married,practical,badminton,116681.0,rural,no response
FTKTkt5N,28.0,healthy,51025.0,married,practical,soccer,106915.0,urban,no response
ht9vpdyG,57.0,active,72149.0,married,expensive,athletics,130465.0,rural,response
EGs0Vxll,32.0,active,48628.0,married,practical,soccer,34036.0,urban,no response
mW54MfTt,66.0,active,97318.0,single,practical,,93057.0,urban,response
N5J40jRJ,17.0,cozily,34785.0,single,expensive,soccer,47384.0,rural,no response
jmYFOY7a,33.0,healthy,76767.0,single,expensive,badminton,93164.0,urban,no response
dbgAhYNx,60.0,healthy,92280.0,married,expensive,badminton,131805.0,rural,response
MaiWSPAP,15.0,cozily,73426.0,single,expensive,athletics,129111.0,rural,no response
Uc9dpgWK,53.0,healthy,75376.0,single,practical,,56835.0,urban,no response
bjDvo0sg,55.0,active,51708.0,single,practical,athletics,109252.0,urban,no response
9KHBqzdv,61.0,active,40045.0,single,expensive,soccer,134342.0,rural,response
ksx6KXTa,53.0,cozily,95317.0,single,expensive,soccer,96141.0,rural,no response
dJfXR1Nz,69.0,healthy,86864.0,married,practical,badminton,29711.0,urban,response
UwGYF5t2,39.0,cozily,94244.0,married,expensive,athletics,130366.0,urban,no response
ojZZyrDm,23.0,cozily,39294.0,single,practical,badminton,52358.0,urban,no response
ptN07ZYf,31.0,active,74359.0,married,expensive,badminton,137099.0,urban,no response
8XQnbI4n,69.0,active,89045.0,married,expensive,athletics,62187.0,urban,response
66Yg4I6f,61.0,active,57783.0,single,practical,soccer,120608.0,urban,response
km6bFTKD,53.0,active,64585.0,married,practical,soccer,111498.0,urban,no response
b52mY9eX,31.0,healthy,16045.0,single,expensive,badminton,126280.0,urban,no response
3gbyvJTu,35.0,healthy,34797.0,single,expensive,athletics,85338.0,urban,no response
YIZ1tXpg,63.0,cozily,51617.0,married,practical,,64047.0,urban,response
vP15bR51,42.0,cozily,79199.0,single,expensive,athletics,112598.0,urban,no response
idiJJWGN,47.0,cozily,21980.0,married,practical,athletics,99008.0,urban,no response
2AWNR6YB,20.0,active,55199.0,single,expensive,soccer,106445.0,rural,response
2fkcnKBv,69.0,cozily,80240.0,married,expensive,soccer,58668.0,urban,response
mH6mpGqx,44.0,active,10638.0,married,expensive,badminton,51854.0,urban,response
exuxsnKy,61.0,cozily,95659.0,single,expensive,athletics,148262.0,rural,response
sYXHzoGf,36.0,active,20465.0,married,expensive,badminton,72395.0,urban,no response
ifnrh5NI,56.0,cozily,58423.0,married,expensive,,92386.0,rural,response
qDRDU0uP,40.0,active,12557.0,single,practical,soccer,97291.0,urban,response
mi2UanRK,52.0,healthy,67412.0,single,practical,badminton,52130.0,urban,no response
AP5dn6mv,46.0,active,40350.0,single,expensive,,56445.0,urban,no response
ccdx178B,64.0,active,58076.0,married,practical,badminton,140784.0,urban,response
FMu44Ca7,67.0,cozily,84567.0,single,practical,badminton,80119.0,rural,response
SrHWWP6O,58.0,active,92910.0,single,practical,soccer,49212.0,urban,response
ehmlNcxb,15.0,cozily,80905.0,married,practical,athletics,125241.0,urban,no response
Ni7vnEaE,18.0,healthy,54672.0,single,practical,athletics,69185.0,rural,no response
Bn8ycprN,56.0,active,47218.0,single,expensive,athletics,117982.0,urban,response
69hXSkbY,34.0,healthy,82113.0,single,practical,badminton,121761.0,rural,no response
hnFXzbKW,56.0,healthy,82460.0,single,expensive,,123748.0,rural,response
AoV5Mmu0,69.0,cozily,10868.0,single,expensive,badminton,74127.0,urban,response
aRcQGnq8,30.0,healthy,95129.0,single,expensive,badminton,124822.0,urban,no response
bEVyTXyo,47.0,active,20621.0,married,practical,soccer,107680.0,urban,no response
vwY7xnb2,28.0,cozily,40413.0,single,expensive,,44585.0,urban,no response
1iAXxnmR,30.0,active,62661.0,single,expensive,athletics,58465.0,urban,no response
ETbybhKh,54.0,cozily,81592.0,married,practical,badminton,66223.0,rural,no response
FiuBlPpW,63.0,healthy,60456.0,single,practical,badminton,128323.0,rural,no response
5NmwGr2J,59.0,active,94937.0,single,practical,soccer,71509.0,urban,response
cLORIB3G,35.0,healthy,14058.0,married,expensive,soccer,112424.0,urban,response
ZsU7jqyZ,27.0,cozily,58605.0,single,practical,badminton,83179.0,rural,no response
TkI7Dnwg,46.0,healthy,21028.0,single,practical,soccer,51439.0,rural,no response
ywyDG7RP,46.0,cozily,81383.0,single,expensive,soccer,109471.0,urban,no response
tiUtN4VI,39.0,active,37178.0,married,practical,soccer,20246.0,rural,no response
dhId6rJb,38.0,active,23924.0,single,expensive,soccer,93502.0,rural,no response
n1OD4cKs,42.0,cozily,20975.0,married,expensive,badminton,145592.0,urban,response
tZbHC7cD,33.0,cozily,94591.0,married,expensive,athletics,96134.0,rural,no response
4wnkxwHP,22.0,cozily,11400.0,single,practical,badminton,115702.0,urban,response
C4RuSslp,19.0,active,50847.0,married,expensive,badminton,121208.0,urban,no response
QGJkUorj,23.0,cozily,24775.0,single,practical,badminton,51236.0,urban,no response
csSZs9RT,68.0,cozily,81986.0,single,expensive,athletics,47718.0,urban,response
yWBhoDz6,68.0,cozily,57424.0,married,expensive,athletics,93512.0,rural,response
odHyV48N,58.0,cozily,56017.0,single,expensive,athletics,101940.0,rural,response
dIUB5OMP,51.0,cozily,31935.0,single,practical,soccer,40820.0,urban,no response
sLfkYL6r,20.0,active,60346.0,single,practical,soccer,44022.0,urban,response
UpEmBE7j,25.0,healthy,37950.0,single,practical,soccer,40050.0,urban,no response
DtzwqD6d,21.0,healthy,60064.0,married,practical,soccer,149489.0,rural,response
vIGbhfyM,50.0,healthy,38025.0,married,expensive,badminton,54990.0,rural,no response
2ChGc0FB,16.0,active,16678.0,married,practical,soccer,128946.0,rural,no response
PR7pDdIi,21.0,cozily,94385.0,single,practical,soccer,104912.0,urban,no response
IbZLvZFn,19.0,cozily,75617.0,single,practical,badminton,27405.0,rural,no response
yUNUIWcF,33.0,healthy,44091.0,single,expensive,,86166.0,urban,no response
GWTR8iLB,45.0,cozily,36762.0,single,expensive,badminton,47121.0,rural,no response
B1auY6ss,47.0,cozily,24228.0,married,practical,,46218.0,rural,no response
hkb0NReh,53.0,cozily,92362.0,married,practical,,91503.0,urban,no response
0HDGg2rL,69.0,healthy,28455.0,single,practical,athletics,101215.0,urban,response
wSfApqYK,45.0,healthy,72414.0,single,expensive,soccer,59277.0,urban,no response
AsYZYBxn,22.0,cozily,82704.0,single,practical,athletics,128311.0,urban,no response
LLUOf3v8,38.0,cozily,99979.0,married,practical,athletics,144928.0,urban,response
1nR3wovU,40.0,healthy,19243.0,married,practical,athletics,45935.0,urban,no response
ep5t4ZMe,62.0,cozily,94431.0,single,practical,badminton,57791.0,rural,response
NncAyog5,23.0,active,52430.0,single,practical,athletics,132798.0,urban,no response
3xxnuv65,37.0,cozily,51223.0,married,practical,athletics,110003.0,urban,no response
zZR2k3sO,48.0,active,96857.0,single,expensive,soccer,98624.0,urban,no response
N7FwQSYb,53.0,cozily,27975.0,single,practical,soccer,33586.0,urban,no response
dupYOW5T,48.0,active,90669.0,married,practical,athletics,72551.0,rural,response
bV6ohbO0,25.0,cozily,72060.0,single,practical,athletics,73439.0,urban,no response
BFKix13f,28.0,active,68511.0,married,practical,,81938.0,urban,no response
RLtz7EK1,16.0,cozily,22873.0,single,expensive,athletics,80427.0,urban,no response
TxC94xgH,24.0,active,98589.0,single,practical,athletics,124473.0,rural,no response
wBaxHaFy,47.0,active,45279.0,single,expensive,soccer,42766.0,rural,no response
FHqUHtnX,49.0,healthy,88248.0,single,practical,badminton,68156.0,urban,no response
xSSYDqZi,35.0,cozily,93510.0,married,practical,athletics,33025.0,urban,no response
EG7cHIc8,59.0,healthy,67336.0,married,practical,,105107.0,urban,response
vEZYCQNY,64.0,active,48163.0,married,expensive,,55672.0,rural,response
27lTB0eV,37.0,healthy,68058.0,married,expensive,badminton,84889.0,rural,no response
qjvBtd2m,20.0,cozily,31387.0,single,practical,soccer,107229.0,urban,no response
kfRqntal,61.0,cozily,46395.0,single,expensive,athletics,49715.0,rural,response
j45CGATB,44.0,active,37538.0,married,expensive,,122019.0,urban,no response
UTrKcQMj,17.0,cozily,63717.0,married,expensive,soccer,111992.0,urban,no response
UMZEHN5R,49.0,active,63163.0,married,expensive,athletics,139218.0,rural,no response
XIwCimbV,67.0,active,52916.0,single,expensive,badminton,48678.0,rural,response
CaagqTmb,50.0,cozily,25357.0,single,practical,badminton,76979.0,rural,response
LGQ9Yppo,32.0,active,54693.0,married,practical,badminton,70025.0,urban,no response
ETk5dSh8,44.0,healthy,45342.0,married,expensive,athletics,54581.0,urban,no response
XJm3jPGQ,33.0,healthy,60790.0,single,expensive,badminton,23116.0,rural,no response
sCp1dW7U,28.0,active,35413.0,single,practical,athletics,27399.0,urban,no response
vkVkRw70,24.0,active,87683.0,single,practical,soccer,112292.0,urban,no response
s6GyVFUI,33.0,cozily,76937.0,single,expensive,athletics,55905.0,urban,no response
SBy1W0M8,44.0,cozily,34989.0,married,expensive,athletics,94919.0,rural,no response
BriUf4ah,27.0,active,38590.0,married,practical,athletics,99775.0,rural,no response
pUf5F6Bp,48.0,active,87413.0,married,practical,badminton,46912.0,rural,no response
6sOafg0t,51.0,active,53314.0,single,practical,badminton,50506.0,urban,no response
qWjUY78v,60.0,cozily,79803.0,married,expensive,badminton,105082.0,urban,response
rqnc3Dja,20.0,cozily,37427.0,married,practical,badminton,117804.0,rural,no response
5Owgb6vu,61.0,cozily,12902.0,single,practical,badminton,54608.0,rural,no response
3X36AESK,41.0,cozily,75454.0,single,expensive,,87410.0,rural,no response
Pg3IvH5R,55.0,cozily,79633.0,single,practical,badminton,110075.0,urban,no response
Ib2FTYNY,29.0,healthy,40621.0,single,practical,,23467.0,rural,no response
MNT2P63w,36.0,cozily,58859.0,married,expensive,soccer,63386.0,rural,no response
EQpDwko0,49.0,healthy,95519.0,single,expensive,athletics,104630.0,urban,no response
fX1VqwuB,17.0,healthy,16695.0,married,expensive,athletics,80651.0,rural,no response
enNohcUb,24.0,healthy,27336.0,married,expensive,athletics,44193.0,urban,no response
ecEhJc6d,27.0,healthy,79891.0,single,expensive,athletics,112250.0,rural,no response
upsTMNHN,69.0,healthy,99761.0,single,expensive,badminton,39624.0,urban,no response
jeNg147j,22.0,healthy,48519.0,married,expensive,soccer,62513.0,rural,no response
lV1tSG9z,63.0,active,33111.0,single,expensive,soccer,40414.0,rural,response
yFQAXBiP,51.0,healthy,99881.0,married,practical,badminton,139630.0,urban,no response
37jmp28p,22.0,healthy,29587.0,married,practical,badminton,49573.0,rural,no response
g7lD1s5S,32.0,cozily,65248.0,married,expensive,,53459.0,urban,no response
wRApSE0P,25.0,healthy,79095.0,married,practical,athletics,133047.0,urban,no response
ScjTwrkv,63.0,cozily,16652.0,single,practical,,64003.0,urban,response
RaIe6xWt,32.0,healthy,72237.0,married,practical,athletics,42548.0,urban,no response
5bmwwplL,48.0,healthy,43145.0,single,practical,soccer,138100.0,rural,no response
r11RBgY5,69.0,active,73022.0,married,practical,,67750.0,rural,response
9qasMRUp,46.0,cozily,58369.0,married,expensive,soccer,79170.0,urban,no response
qjDNTcIU,24.0,cozily,96396.0,single,practical,badminton,51923.0,urban,no response
hVL58NvN,49.0,cozily,27500.0,married,expensive,soccer,47253.0,urban,no response
M23gC0VC,18.0,cozily,79031.0,single,expensive,badminton,131813.0,rural,no response
ZixId6zf,25.0,active,42040.0,married,expensive,badminton,105192.0,urban,no response
sFSidvXO,15.0,healthy,52347.0,single,expensive,soccer,144915.0,rural,response
gFnk7HCD,57.0,cozily,42048.0,married,expensive,soccer,130088.0,rural,no response
H6MR7cX4,67.0,healthy,41237.0,married,practical,badminton,133188.0,rural,response
TR0dsEkx,52.0,active,74842.0,married,expensive,badminton,88225.0,rural,no response
ig8dnXwr,15.0,active,40729.0,single,practical,badminton,82969.0,rural,no response
w0GZ2NnL,26.0,cozily,16516.0,single,practical,badminton,60145.0,rural,response
7ekcEWQP,47.0,active,46993.0,married,practical,athletics,65559.0,rural,no response
85z1qDHq,49.0,healthy,41843.0,married,expensive,,147869.0,urban,response
STMmLpFE,48.0,healthy,54984.0,single,expensive,badminton,104811.0,urban,no response
Kfn7Xqft,43.0,healthy,91702.0,single,expensive,soccer,43524.0,urban,no response
kA90qas9,17.0,active,87987.0,single,practical,badminton,24595.0,urban,no response
GitIfrZL,39.0,active,66086.0,single,expensive,,117664.0,urban,no response
FwRVOyPz,69.0,cozily,30588.0,single,expensive,soccer,126544.0,urban,response
pMy6iyn8,34.0,cozily,99647.0,single,expensive,badminton,86344.0,rural,no response
ffxTp3HQ,29.0,active,27865.0,single,practical,athletics,135498.0,rural,response
M0JtHygF,26.0,active,73461.0,married,expensive,,111281.0,urban,no response
WNcSSanu,22.0,cozily,88893.0,single,practical,soccer,122284.0,urban,no response
IrtyTRyX,58.0,cozily,84784.0,single,practical,badminton,24705.0,urban,response
paqQzKGg,58.0,active,38685.0,single,practical,badminton,120646.0,urban,response
t8UKrNx4,17.0,cozily,94427.0,married,expensive,athletics,34493.0,urban,no response
ZHpeor3B,28.0,healthy,60323.0,married,practical,athletics,21179.0,urban,response
DrVhQ9aZ,20.0,active,71463.0,married,practical,athletics,23006.0,rural,no response
34UDY7tV,69.0,healthy,41310.0,single,expensive,soccer,149630.0,urban,response
VziC5z7X,27.0,active,39893.0,single,practical,soccer,58399.0,urban,no response
PjWQnGPo,37.0,cozily,52887.0,single,practical,soccer,78968.0,rural,no response
kUDZLfbo,51.0,healthy,83444.0,married,expensive,badminton,119610.0,urban,no response
VZPVUpiP,66.0,active,12571.0,single,expensive,soccer,149728.0,rural,response
1LHzBSVu,20.0,cozily,79390.0,married,practical,athletics,52429.0,urban,no response
aAqDpo1a,66.0,cozily,29496.0,single,expensive,badminton,37254.0,rural,no response
psOt3QIH,21.0,cozily,33746.0,married,expensive,soccer,51014.0,urban,no response
OaF6rsEj,20.0,healthy,86704.0,married,expensive,badminton,147222.0,rural,response
q2iOLXce,43.0,active,12921.0,single,practical,soccer,98371.0,urban,response
YY46ZoGw,31.0,healthy,35783.0,single,expensive,,71203.0,urban,response
3dHaQnVe,65.0,active,60236.0,single,practical,soccer,119785.0,rural,no response
CcuNgDnP,49.0,active,30769.0,single,practical,badminton,69235.0,rural,no response
a5EHuSud,48.0,healthy,71537.0,single,practical,,26857.0,urban,no response
NdU7onbO,59.0,healthy,35812.0,married,expensive,soccer,119919.0,rural,no response
AsWGGTGX,48.0,healthy,99708.0,single,practical,badminton,50600.0,urban,no response
BdMorwR0,66.0,healthy,14946.0,married,expensive,athletics,80083.0,rural,response
NRWHqxL8,43.0,healthy,44770.0,married,practical,soccer,111834.0,urban,no response
XVWLkee8,38.0,healthy,10455.0,single,practical,badminton,100697.0,urban,response
jiAXDJcn,28.0,healthy,98197.0,single,practical,soccer,49986.0,urban,no response
2LTnVsAf,67.0,active,72103.0,single,practical,soccer,82165.0,urban,response
NhBJlrNE,21.0,active,33850.0,married,expensive,,119189.0,urban,response
Uqr3TvAI,66.0,cozily,65270.0,single,expensive,soccer,27227.0,rural,response
tuGHOhPT,34.0,active,64069.0,married,expensive,soccer,31478.0,urban,no response
tXmlctOs,20.0,active,90105.0,married,expensive,,69838.0,rural,response
976TVAOj,50.0,healthy,52971.0,single,expensive,athletics,24551.0,urban,no response
pB0snJmY,69.0,active,37692.0,single,practical,,28971.0,urban,response
9UpvkqHH,50.0,active,90026.0,married,practical,badminton,121907.0,urban,no response
wx4tndJl,41.0,active,57116.0,married,expensive,badminton,137233.0,rural,no response
XB6EXlpm,35.0,healthy,19504.0,married,practical,badminton,120260.0,urban,no response
dqqO3hWB,64.0,active,23873.0,single,expensive,athletics,46827.0,rural,response
un8Zrn48,33.0,active,42735.0,single,expensive,badminton,64863.0,rural,no response
VpdP0U3t,42.0,active,90972.0,married,expensive,athletics,80067.0,urban,no response
suJ4GZIz,42.0,cozily,53814.0,single,expensive,badminton,20043.0,urban,no response
yRtvltfs,24.0,healthy,66839.0,single,expensive,soccer,46179.0,rural,no response
kDY8ukEQ,54.0,active,13240.0,married,expensive,badminton,117372.0,urban,response
r4iVqk3M,67.0,active,38578.0,single,expensive,soccer,137070.0,urban,response
6cjfPodL,57.0,active,16935.0,married,expensive,soccer,98352.0,rural,response
PsGkqlRH,50.0,healthy,10938.0,married,practical,athletics,101523.0,rural,response
aqZcnm1J,54.0,healthy,80703.0,married,expensive,soccer,104329.0,urban,no response
3LxWvbPs,68.0,cozily,42144.0,married,practical,badminton,55103.0,urban,response
oiFO3mYv,28.0,cozily,68357.0,married,expensive,badminton,65519.0,urban,no response
Xxd6rgda,57.0,cozily,70923.0,married,practical,athletics,82866.0,rural,response
YGm2oBtu,23.0,healthy,44328.0,single,practical,badminton,125379.0,urban,no response
wX68YX8n,55.0,healthy,96254.0,single,practical,badminton,38288.0,rural,no response
XwyHpSqc,57.0,cozily,70974.0,single,expensive,athletics,69379.0,rural,response
qdgxUJ22,54.0,cozily,43486.0,single,expensive,,112589.0,rural,no response
byqtj6jp,58.0,healthy,57875.0,married,practical,soccer,88702.0,rural,response
rmH9WaL1,39.0,healthy,19807.0,married,expensive,soccer,56029.0,urban,no response
XspwJQY1,36.0,healthy,70947.0,single,practical,athletics,39665.0,rural,no response
5evZTR32,22.0,cozily,95728.0,single,expensive,badminton,87803.0,urban,no response
wBCFA02B,33.0,cozily,41458.0,single,expensive,badminton,45069.0,rural,no response
qGsljsLj,48.0,cozily,72615.0,single,practical,,22242.0,rural,no response
4TIU2U2t,19.0,active,21257.0,single,expensive,athletics,121401.0,urban,no response
PkpfL3T5,36.0,active,61911.0,married,practical,badminton,115759.0,urban,no response
RVaZzRO4,63.0,active,83325.0,single,expensive,athletics,46211.0,urban,response
rZr3iVyv,45.0,active,97093.0,married,expensive,athletics,95541.0,urban,no response
K240DQ0Y,47.0,active,26443.0,married,expensive,badminton,51531.0,rural,no response
VdG9CRqr,23.0,active,19786.0,married,expensive,athletics,60661.0,urban,no response
PFIMvXZJ,61.0,healthy,84443.0,married,practical,badminton,29069.0,urban,response
hveVSnM5,28.0,active,90222.0,single,practical,soccer,36161.0,urban,no response
6E5zxYca,53.0,active,30270.0,married,practical,athletics,110681.0,urban,no response
OgcL3cnb,18.0,healthy,67705.0,single,practical,athletics,113238.0,urban,no response
Y6QQrIEM,65.0,healthy,44692.0,single,practical,badminton,91874.0,rural,no response
QH4cOvGC,28.0,healthy,89648.0,single,practical,,49947.0,urban,response
YAbvWsH5,47.0,healthy,58024.0,married,practical,badminton,72218.0,urban,no response
eFBYt3fv,38.0,active,66000.0,single,expensive,soccer,107574.0,urban,no response
GftA7VyV,15.0,active,62501.0,married,practical,athletics,68594.0,rural,no response
zTJ2mHz0,42.0,healthy,50214.0,married,practical,badminton,105362.0,rural,no response
qHRYvLGJ,45.0,healthy,26576.0,single,practical,soccer,74329.0,urban,no response
442Fufed,33.0,healthy,30851.0,married,expensive,soccer,87269.0,rural,no response
xD5KAjl7,30.0,cozily,11112.0,married,expensive,,81845.0,urban,response
YyrVMnsE,56.0,healthy,92621.0,single,practical,athletics,121700.0,rural,no response
V8icZcEI,42.0,active,74035.0,married,expensive,,142138.0,urban,response
CygUHyDM,39.0,healthy,72113.0,married,expensive,soccer,92783.0,urban,no response
dHvxK11B,63.0,healthy,84081.0,married,expensive,,138015.0,urban,response
ng5Z6Eea,55.0,active,69924.0,single,practical,badminton,80283.0,urban,no response
pziuzkJo,56.0,healthy,69743.0,single,practical,badminton,105481.0,urban,response
CflCowYo,54.0,cozily,81354.0,single,practical,soccer,70205.0,rural,no response
RPycjZgp,27.0,healthy,68771.0,single,expensive,athletics,111877.0,urban,no response
MQNUZF6P,59.0,active,91101.0,single,practical,athletics,47724.0,rural,response
A248LOfi,21.0,active,39826.0,married,expensive,badminton,103176.0,rural,no response
717PorS9,24.0,cozily,97347.0,married,practical,athletics,118954.0,urban,no response
oy0D7MvP,23.0,cozily,96577.0,married,expensive,badminton,53385.0,rural,no response
L6dQtsRt,56.0,active,68173.0,single,expensive,badminton,24707.0,urban,no response
81GqvcYN,21.0,healthy,31539.0,single,practical,soccer,123552.0,urban,no response
vr472ZEk,30.0,healthy,70469.0,single,practical,badminton,127323.0,rural,no response
oReRWZ0z,25.0,cozily,91311.0,single,expensive,athletics,41347.0,urban,no response
AHD8ZHVE,16.0,healthy,20373.0,single,practical,badminton,140528.0,urban,response
OcFJG95a,63.0,active,12658.0,single,practical,athletics,112635.0,urban,response
ad1ooyFV,25.0,active,93184.0,single,practical,athletics,146800.0,urban,response
ibMlnlB8,67.0,healthy,62855.0,married,practical,soccer,126393.0,urban,no response
