,name,age,lifestyle,zip code,family status,car,sports,earnings,living area,label,response
4026,fFAqCGQn,62,active,84461,single,expensive,soccer,68392,urban,no response,0
4027,9Qn76gqT,37,healthy,83428,single,expensive,athletics,130638,urban,no response,0
4028,PceRgNho,63,active,95483,married,expensive,badminton,131906,urban,response,1
4029,o25sBSmM,31,active,57118,married,expensive,badminton,25630,urban,no response,0
4030,Xlb7gC3V,61,cozily,25945,married,practical,unknown,92042,rural,response,1
4031,10ih3u1c,40,active,43689,married,expensive,unknown,53884,rural,no response,0
4032,F8QuIm9i,50,healthy,46857,married,expensive,soccer,91956,urban,no response,0
4033,VAu5fMzz,44,cozily,28836,married,expensive,badminton,49310,urban,no response,0
4034,laLBSeDe,47,cozily,61239,single,practical,badminton,121286,urban,no response,0
4035,Tvjh1QeN,43,active,90392,single,practical,athletics,97028,urban,no response,0
4036,8HZx0GHb,52,active,27184,married,expensive,badminton,92821,rural,no response,0
4037,BvU9xyG2,49,active,57389,single,expensive,athletics,72339,urban,no response,0
4038,6ZV9fimb,30,healthy,89339,single,expensive,unknown,108371,urban,no response,0
4039,w4rF46q6,69,cozily,39135,married,practical,soccer,73869,urban,response,1
4040,4HBfjlZz,15,healthy,11047,single,expensive,soccer,128959,urban,response,1
4041,DZSXGVOx,49,healthy,27495,married,expensive,soccer,75082,urban,no response,0
4042,IVwqnTUB,29,active,67279,married,expensive,athletics,74539,rural,no response,0
4043,Y7Jpxb1S,60,active,59819,single,expensive,athletics,117813,rural,no response,0
4044,BoaDZqlX,51,healthy,80616,single,practical,soccer,92234,urban,no response,0
4045,Xg4iwMRS,55,healthy,10754,married,practical,soccer,122477,rural,response,1
4046,HajsOMku,67,active,86198,single,practical,badminton,65344,rural,response,1
4047,XJF3mwbY,18,active,75585,married,practical,unknown,143924,urban,response,1
4048,r8BrQscM,45,healthy,43756,married,practical,soccer,44865,urban,no response,0
4049,qbucSMQu,61,active,40452,married,practical,unknown,23542,urban,response,1
4050,2hzb5sV4,23,cozily,86943,married,practical,soccer,28577,urban,no response,0
4051,pAvsmm1U,28,cozily,76231,single,practical,athletics,105759,urban,no response,0
4052,t15jgaWP,36,active,17689,single,expensive,unknown,37546,urban,no response,0
4053,90O5hwAv,32,healthy,34486,single,expensive,athletics,72698,rural,no response,0
4054,w8lW5w0j,36,cozily,42245,married,expensive,unknown,146011,rural,response,1
4055,UbMz1xd4,21,healthy,26552,married,expensive,soccer,91351,urban,no response,0
4056,TAXvPxsH,26,active,21504,single,expensive,soccer,83900,urban,no response,0
4057,AkBv1x5Z,20,cozily,17494,married,practical,soccer,39823,urban,response,1
4058,ZFUpTdGL,61,cozily,91178,married,practical,badminton,126979,urban,response,1
4059,WklIznuM,35,active,50731,single,expensive,unknown,31245,urban,no response,0
4060,j2HySSci,67,cozily,90317,married,practical,soccer,32250,rural,response,1
4061,ewhk8D5F,31,active,16064,single,expensive,unknown,70124,urban,no response,0
4062,XWzPOuTP,35,healthy,21864,married,expensive,athletics,53162,rural,no response,0
4063,N4rxnlZX,39,cozily,36682,single,expensive,athletics,143373,rural,response,1
4064,iGUQAMLK,51,active,92726,single,expensive,badminton,26548,urban,no response,0
4065,Y5rcbqy1,36,active,45292,married,practical,soccer,81900,urban,no response,0
4066,77aFrnEE,35,cozily,15699,single,practical,soccer,28277,urban,no response,0
4067,sscaMFuV,20,healthy,41594,single,expensive,unknown,114597,urban,no response,0
4068,MVRixfXZ,47,healthy,71637,married,practical,unknown,74169,urban,no response,0
4069,LLXfa961,25,active,61230,married,expensive,soccer,137371,rural,no response,0
4070,H7bzTADG,25,healthy,59293,single,expensive,soccer,114265,urban,no response,0
4071,bELeUx7g,51,active,98859,single,practical,athletics,127165,urban,no response,0
4072,DSW5YFpO,18,healthy,57572,married,expensive,badminton,29196,rural,no response,0
4073,osCvo1mW,67,cozily,94907,married,practical,badminton,114433,rural,response,1
4074,uYxsnDne,15,cozily,48207,single,expensive,athletics,53319,urban,no response,0
4075,m0tPGaC0,27,healthy,18743,married,expensive,badminton,130965,rural,no response,0
4076,7PMo0fhD,50,cozily,50140,single,expensive,soccer,93091,rural,no response,0
4077,kxZ1s1gZ,32,cozily,67497,married,practical,badminton,96102,urban,no response,0
4078,U1zWZ3pG,58,cozily,58314,married,practical,unknown,123790,rural,no response,0
4079,IYJLjgUl,66,healthy,15411,single,expensive,soccer,54400,rural,response,1
4080,DroFSdQQ,44,healthy,23645,single,practical,badminton,138080,urban,no response,0
4081,dobVgAEJ,30,healthy,22572,single,expensive,soccer,149165,urban,response,1
4082,BcyulsXF,63,healthy,17287,married,expensive,athletics,27886,urban,response,1
4083,J1V5ESqw,49,cozily,45942,single,practical,soccer,132001,urban,no response,0
4084,CVuBAiRV,21,cozily,80133,single,practical,badminton,101311,urban,no response,0
4085,44dfJHNl,34,active,82438,single,practical,unknown,79232,urban,no response,0
4086,xk831Roi,47,active,65516,married,practical,badminton,137037,rural,response,1
4087,QX0WwgGS,56,healthy,12742,married,practical,soccer,120608,rural,no response,0
4088,goNV6CvK,17,active,51307,single,practical,soccer,64432,urban,no response,0
4089,yojr46Ak,18,healthy,68253,married,expensive,badminton,33048,urban,no response,0
4090,LEr8nS38,66,cozily,96967,single,expensive,soccer,92632,urban,response,1
4091,a7904N0O,21,healthy,81498,married,expensive,soccer,122641,urban,no response,0
4092,KJP41zH8,43,healthy,81271,single,expensive,badminton,45717,urban,no response,0
4093,yyQtWmEk,65,healthy,25724,single,practical,unknown,106195,rural,response,1
4094,XArnC4h4,45,healthy,25506,single,practical,soccer,127532,rural,no response,0
4095,VEIo6Xsv,40,healthy,81113,single,practical,athletics,43439,urban,no response,0
4096,LXO3Wob0,25,active,86225,married,expensive,athletics,43124,urban,no response,0
4097,lee7kxBK,40,healthy,72431,married,practical,athletics,21367,urban,no response,0
4098,pLgUjIFV,23,cozily,16587,single,practical,badminton,88762,rural,no response,0
4099,5QeFu7qh,48,cozily,50296,married,expensive,athletics,145570,urban,response,1
4100,lsfst4OP,31,active,64444,single,practical,athletics,118362,urban,no response,0
4101,L1kOj4eH,23,healthy,30109,single,practical,athletics,81155,urban,no response,0
4102,e0Z5yfG3,68,healthy,73102,married,practical,soccer,116802,urban,response,1
4103,LmdA3gtR,15,cozily,94436,single,practical,soccer,115064,urban,no response,0
4104,e1FPmX7v,54,healthy,52595,married,practical,badminton,98281,urban,no response,0
4105,RVTy2B28,57,cozily,60465,single,expensive,athletics,77547,rural,response,1
4106,L7QdYfwA,42,active,46726,single,practical,soccer,95581,urban,no response,0
4107,ZkN2rojt,62,healthy,82474,married,expensive,athletics,25738,urban,response,1
4108,EghptwP6,42,healthy,37227,married,practical,badminton,24050,urban,no response,0
4109,A53MOzIN,21,cozily,67121,married,expensive,soccer,33694,rural,response,1
4110,RVNkptmz,25,cozily,44569,single,practical,unknown,122692,urban,no response,0
4111,WolXjjuj,30,healthy,66442,married,expensive,soccer,139512,urban,no response,0
4112,HGVjKj2p,49,active,49254,married,practical,athletics,57484,rural,no response,0
4113,uEYQ0aX6,30,active,21031,single,expensive,soccer,75734,urban,no response,0
4114,b4oGDuCJ,41,cozily,94325,married,expensive,unknown,142608,rural,response,1
4115,v0X4Qy1y,25,healthy,16178,single,practical,athletics,26885,rural,response,1
4116,A9ECRLhI,58,active,86569,single,expensive,badminton,59719,rural,response,1
4117,JFBMV0nD,34,active,92410,married,practical,unknown,66638,rural,no response,0
4118,KUM8Z3Dj,20,cozily,55885,married,expensive,badminton,99877,rural,no response,0
4119,XNei3QsG,69,active,14856,single,expensive,athletics,96590,urban,response,1
4120,nKIrJfv2,53,healthy,35894,married,expensive,badminton,110295,rural,no response,0
4121,huCyH4Mo,39,cozily,86912,single,practical,soccer,28303,urban,no response,0
4122,e76dQuIH,41,active,76412,married,practical,athletics,97395,urban,no response,0
4123,tLtfwEii,50,cozily,21143,married,expensive,unknown,109542,rural,no response,0
4124,GD8YgNZD,56,active,56688,married,practical,badminton,36857,urban,response,1
4125,gdtc6QF2,59,healthy,84834,single,expensive,athletics,50099,urban,response,1
4126,3i8ayVQm,57,active,99277,single,expensive,unknown,66671,urban,response,1
4127,VGVTWfQW,56,active,91145,married,expensive,unknown,41557,urban,response,1
4128,8ST7y894,39,cozily,55825,single,expensive,unknown,127623,urban,no response,0
4129,EFtUBTmW,43,healthy,41401,single,expensive,soccer,101056,urban,no response,0
4130,e02DBhru,29,healthy,15186,single,practical,badminton,90843,rural,no response,0
4131,UHAbCEnW,28,active,73675,single,practical,badminton,122510,urban,no response,0
4132,TZj2chVR,36,cozily,14137,single,expensive,soccer,88030,urban,no response,0
4133,9QxbWUX1,36,active,84761,married,practical,soccer,30880,urban,no response,0
4134,Eri5Tkge,34,active,73129,married,expensive,athletics,91085,rural,no response,0
4135,Xft2LD0e,40,active,47223,married,practical,soccer,22059,urban,no response,0
4136,3RqeV4tk,56,active,55247,married,practical,soccer,38163,urban,response,1
4137,Iwbr4Rmd,52,cozily,14505,married,expensive,unknown,24659,rural,response,1
4138,Gt6POBRm,38,cozily,28281,married,practical,athletics,40047,urban,no response,0
4139,GMSZI7FC,61,active,63899,single,expensive,badminton,22860,rural,response,1
4140,bIQwvF1P,39,healthy,57314,single,practical,soccer,143930,rural,response,1
4141,NAfO4Flm,53,active,85937,single,practical,badminton,47704,urban,no response,0
4142,fMZoPmiw,30,cozily,24612,single,expensive,soccer,80158,urban,no response,0
4143,ZTXP7PaK,30,active,86535,married,expensive,unknown,53573,rural,no response,0
4144,ixw8Blu1,17,healthy,27884,married,expensive,badminton,119351,rural,no response,0
4145,3hFdXOK4,27,active,23222,single,expensive,unknown,102903,urban,no response,0
4146,EuaBqeuc,48,cozily,88138,married,practical,badminton,126635,rural,no response,0
4147,tejyqCsH,43,cozily,28423,single,practical,soccer,56049,urban,no response,0
4148,SzyWFsst,35,healthy,79523,married,practical,unknown,114678,urban,no response,0
4149,2hwQvpMd,63,active,13734,single,expensive,badminton,35292,urban,response,1
4150,3jb6oJJA,53,healthy,32989,married,expensive,soccer,127060,rural,no response,0
4151,hVdlN4Cl,41,active,46302,married,practical,soccer,143963,urban,response,1
4152,M6sKPTpU,40,cozily,75173,single,expensive,athletics,125753,urban,no response,0
4153,IBeymN9o,62,cozily,46311,single,practical,athletics,117895,urban,response,1
4154,ADwNsvpm,15,healthy,50264,married,practical,athletics,108945,rural,no response,0
4155,F3Ai68Zz,34,cozily,80823,single,expensive,soccer,109063,rural,no response,0
4156,9F78Mj7s,23,cozily,93412,single,practical,athletics,91431,urban,no response,0
4157,gtmX6QpZ,45,active,12227,married,practical,athletics,134869,urban,no response,0
4158,Z2ItNpS1,48,active,54161,married,expensive,soccer,135361,urban,no response,0
4159,tC1CA7a8,39,cozily,31719,single,practical,soccer,137439,rural,no response,0
4160,1OnTfv7M,43,active,43346,single,expensive,athletics,97364,urban,no response,0
4161,z9pIs2yl,48,cozily,28200,married,expensive,athletics,40215,urban,no response,0
4162,Jw7SRGZz,69,cozily,54158,single,practical,soccer,70864,rural,response,1
4163,nZiNtDkr,31,healthy,21592,married,practical,athletics,38596,rural,no response,0
4164,Lx3vn5x5,45,healthy,32931,married,expensive,athletics,26507,urban,no response,0
4165,bjr3wVYL,28,cozily,64807,married,practical,soccer,36000,urban,response,1
4166,y3bFJXBs,18,active,46863,married,practical,unknown,44556,rural,no response,0
4167,2r10Jwq4,47,healthy,53718,married,expensive,badminton,85518,rural,no response,0
4168,eHpj6DzG,60,healthy,89506,married,practical,athletics,143588,urban,no response,0
4169,Art5OkTr,33,healthy,15366,married,practical,soccer,30541,urban,no response,0
4170,1REaxwzd,53,cozily,96595,married,expensive,badminton,88584,urban,no response,0
4171,QtPK3ZcR,25,cozily,10150,married,expensive,soccer,142413,urban,no response,0
4172,UQGEu9NA,36,cozily,58179,married,expensive,badminton,29273,urban,no response,0
4173,34PqlnOK,37,healthy,61104,single,expensive,unknown,114813,urban,no response,0
4174,1f3CYOgZ,48,cozily,46224,single,expensive,soccer,115356,urban,no response,0
4175,3PbfCAJP,54,healthy,74653,single,expensive,badminton,126774,urban,no response,0
4176,62VAOVXZ,59,active,96430,married,practical,athletics,139982,urban,no response,0
4177,uWXOdZyU,25,cozily,56304,single,expensive,soccer,106702,urban,no response,0
4178,39ZHyMmd,64,healthy,58950,single,practical,athletics,43361,urban,no response,0
4179,huPSCix9,30,active,71102,single,expensive,soccer,142503,rural,response,1
4180,7kT0rOHL,49,active,66981,married,expensive,athletics,98674,urban,no response,0
4181,XloeLxVw,35,cozily,59333,married,expensive,badminton,38069,rural,no response,0
4182,AcxCRmFt,45,active,60668,single,expensive,unknown,50393,urban,no response,0
4183,reyWAkbN,69,cozily,70301,single,expensive,soccer,90559,rural,response,1
4184,FMEpxesM,24,active,98915,single,practical,badminton,137977,urban,no response,0
4185,fqrg08FR,18,healthy,25225,single,practical,athletics,123321,rural,no response,0
4186,3k85LAVZ,27,healthy,32560,single,practical,soccer,117435,rural,no response,0
4187,2Vw6CSJR,60,active,47753,single,expensive,athletics,61633,rural,response,1
4188,MM9LHlWA,62,healthy,74927,married,expensive,athletics,127986,urban,response,1
4189,EtCJgJDJ,66,active,99892,single,practical,soccer,72804,rural,no response,0
4190,feqzXYNw,61,active,63637,married,expensive,soccer,87733,urban,response,1
4191,aRLCZojC,30,active,27218,single,practical,unknown,98699,urban,no response,0
4192,Nq4acPDF,65,active,61762,married,expensive,badminton,126454,urban,response,1
4193,u9CAjULW,17,cozily,12570,married,practical,badminton,57452,rural,response,1
4194,sR0kWeaZ,16,healthy,59135,single,expensive,soccer,27599,urban,no response,0
4195,EgyNBbuK,48,cozily,25861,married,practical,athletics,62962,urban,no response,0
4196,eaCMWZH6,42,cozily,48439,single,expensive,badminton,26249,urban,no response,0
4197,iFts39Bx,44,cozily,17104,married,practical,soccer,81416,urban,no response,0
4198,HxXH4IOE,44,cozily,60006,married,expensive,unknown,23880,urban,no response,0
4199,jc1AoMds,36,cozily,31645,single,practical,badminton,65035,rural,no response,0
4200,oq43VNW8,44,active,39969,single,practical,badminton,119963,urban,no response,0
4201,DnFxfCTX,16,active,38326,single,practical,athletics,43521,urban,no response,0
4202,vCwaEYJl,31,cozily,60440,single,practical,badminton,23603,urban,no response,0
4203,uPRrRQwU,47,cozily,85731,single,expensive,athletics,31540,urban,no response,0
4204,Q9IyyalO,59,active,80734,single,expensive,badminton,40313,rural,response,1
4205,pC4gmJSI,63,active,82470,married,practical,athletics,97245,urban,response,1
4206,gv6MDB94,17,active,34204,single,practical,athletics,64678,rural,response,1
4207,TRRaLMn8,29,healthy,69532,single,practical,unknown,107243,rural,no response,0
4208,tHUkmi9f,45,healthy,79381,married,practical,soccer,44118,rural,no response,0
4209,kzhxKSy0,55,healthy,75497,married,expensive,badminton,33361,rural,no response,0
4210,wHf8eyP9,65,active,35162,single,expensive,unknown,147996,rural,response,1
4211,MAjE5w9g,35,healthy,22598,married,expensive,unknown,144029,rural,response,1
4212,6MwBKQ5U,58,active,85728,married,expensive,soccer,93198,rural,response,1
4213,75ntHQRg,66,active,35797,married,practical,athletics,36472,urban,response,1
4214,PZXVUB6c,60,active,44089,married,practical,athletics,83495,rural,response,1
4215,HfX6Bk7X,26,cozily,64314,married,expensive,badminton,145370,urban,response,1
4216,r3WgLBl9,41,active,69058,married,practical,athletics,134575,urban,no response,0
4217,lqJ0adfg,46,cozily,14250,married,expensive,soccer,59001,rural,response,1
4218,MJQ6lOgk,52,healthy,73094,single,expensive,soccer,118868,urban,no response,0
4219,kUPryLHu,59,healthy,61096,married,expensive,athletics,72152,urban,response,1
4220,11IeeC5y,64,healthy,40713,single,expensive,badminton,101882,urban,response,1
4221,UxU1Nnpe,23,healthy,69118,single,expensive,unknown,41243,urban,no response,0
4222,9XyjjSUC,34,cozily,89646,single,expensive,unknown,104485,rural,no response,0
4223,VqjjlQK0,47,healthy,25678,married,practical,unknown,108646,rural,no response,0
4224,3Nn5vCM0,21,active,62913,married,expensive,unknown,82951,rural,no response,0
4225,bEka5xOW,67,cozily,52543,single,practical,badminton,80043,urban,response,1
4226,O4aJnsRP,25,cozily,79894,single,practical,badminton,133870,urban,no response,0
4227,3LoPQ85t,49,cozily,13206,single,expensive,athletics,45841,rural,response,1
4228,hKyWbgzt,69,healthy,48896,single,expensive,athletics,124567,rural,response,1
4229,Xaw38qPz,16,active,42191,single,practical,athletics,147600,urban,response,1
4230,WiUF61Im,64,cozily,31089,single,expensive,badminton,137687,rural,response,1
4231,eJDsKjiS,42,active,58886,married,expensive,unknown,44916,urban,no response,0
4232,Ou1AwpaV,52,active,17776,married,expensive,badminton,64627,rural,no response,0
4233,0xISatya,15,healthy,91799,married,practical,athletics,20416,urban,no response,0
4234,xMfwU17t,68,active,22338,single,practical,badminton,107846,urban,response,1
4235,zXXRin5v,51,cozily,11490,single,expensive,badminton,36668,rural,response,1
4236,b2IILT9M,50,healthy,45185,married,expensive,athletics,57578,urban,no response,0
4237,l53bAkEk,39,cozily,13605,married,expensive,soccer,40247,urban,response,1
4238,LujhGIyW,18,healthy,88813,married,expensive,soccer,118174,urban,no response,0
4239,0rF3Ok0R,40,healthy,26211,single,expensive,badminton,77510,urban,no response,0
4240,kq4208IU,40,healthy,86745,single,expensive,badminton,128633,rural,no response,0
4241,We5zgbQR,59,cozily,87725,single,practical,athletics,110326,urban,no response,0
4242,YFRY6EjY,66,healthy,60460,married,practical,athletics,111093,urban,response,1
4243,wEApGLGc,37,cozily,79711,single,expensive,athletics,62719,urban,no response,0
4244,xO2DqILT,21,healthy,82786,married,practical,badminton,97392,urban,no response,0
4245,GxrMhYi4,18,healthy,18045,single,practical,badminton,71739,rural,no response,0
4246,N72VWHH2,66,active,87576,married,practical,soccer,36670,urban,response,1
4247,ROTR5uuq,43,active,89990,married,practical,unknown,143173,urban,response,1
4248,5mJoSlVm,42,healthy,37406,married,expensive,soccer,93152,urban,response,1
4249,ztZZQbPw,34,healthy,34479,single,expensive,athletics,35161,rural,no response,0
4250,Tf5rIP4l,68,active,64759,married,expensive,unknown,110632,urban,response,1
4251,cZnWZL0Z,21,healthy,51491,married,expensive,soccer,72332,rural,no response,0
4252,bLPnam4p,58,active,27033,married,expensive,athletics,50791,rural,response,1
4253,zKnqdPCZ,60,active,75613,married,practical,athletics,134487,urban,no response,0
4254,vz0ti8R8,61,cozily,10730,single,practical,badminton,139815,rural,response,1
4255,YpiP0Dyi,61,cozily,80619,single,expensive,badminton,105706,urban,response,1
4256,mXqmBVZc,29,active,94675,single,practical,athletics,105379,urban,no response,0
4257,kTIaadwa,50,cozily,89304,married,expensive,athletics,49936,urban,no response,0
4258,9rBrLkvt,42,active,19007,married,expensive,soccer,91117,urban,no response,0
4259,NmxWBagh,25,healthy,21724,married,expensive,soccer,85786,urban,no response,0
4260,5b7xV2bL,23,active,21524,married,expensive,badminton,101823,urban,no response,0
4261,L99cumwr,58,healthy,69397,single,practical,badminton,60597,rural,response,1
4262,FvZBvpvd,33,cozily,91707,married,expensive,badminton,131055,urban,no response,0
4263,LhwM7jU4,57,cozily,53269,married,practical,athletics,79500,rural,response,1
4264,bhGXxn5c,24,healthy,10940,single,practical,soccer,67179,urban,response,1
4265,e7CITdKI,54,active,68886,single,expensive,athletics,45468,urban,no response,0
4266,DxuAAy7g,69,cozily,64010,single,practical,badminton,132584,urban,response,1
4267,BP8HRA4k,52,cozily,96958,married,expensive,unknown,143721,urban,response,1
4268,SSfaxCUv,34,cozily,62250,single,expensive,badminton,138329,urban,no response,0
4269,djCDcFCe,40,healthy,45949,married,expensive,badminton,132228,urban,no response,0
4270,byXoUgAE,66,active,44372,married,practical,unknown,148539,urban,response,1
4271,lLuyYv5x,38,healthy,38202,single,practical,soccer,135178,urban,no response,0
4272,jEd8Qodd,24,active,34703,married,expensive,soccer,56720,urban,no response,0
4273,Tr65I60m,35,cozily,75556,single,practical,athletics,96830,rural,no response,0
4274,9yChppBR,29,healthy,22533,married,practical,athletics,52283,urban,no response,0
4275,7f7kh4sW,64,healthy,75574,married,practical,athletics,58788,rural,response,1
4276,cFR5nZmW,20,healthy,49884,married,practical,soccer,116362,urban,no response,0
4277,clb3uzOX,39,cozily,59794,single,practical,athletics,36169,rural,no response,0
4278,4JRluVI1,35,active,62082,married,practical,soccer,58597,rural,no response,0
4279,7Sv3zRoO,64,cozily,11218,single,practical,athletics,70194,urban,response,1
4280,O9E65p4v,25,cozily,53675,single,practical,badminton,98742,rural,no response,0
4281,QAKK9aEi,36,cozily,66335,single,expensive,unknown,131688,urban,no response,0
4282,852rY9Iw,59,active,13909,single,practical,soccer,32358,urban,response,1
4283,fZYWOei3,44,healthy,79990,married,practical,badminton,79673,urban,no response,0
4284,POEdBGJT,46,healthy,28551,single,practical,badminton,56738,urban,no response,0
4285,Arw4KOfS,28,cozily,22758,single,expensive,soccer,132848,urban,no response,0
4286,nZogWKwM,63,healthy,78564,single,practical,badminton,144916,urban,response,1
4287,beLXgUoi,26,healthy,59706,married,expensive,badminton,40696,urban,no response,0
4288,LDTbvwg9,61,cozily,33885,married,expensive,badminton,99432,urban,response,1
4289,XEyFo4dB,53,active,15110,married,practical,athletics,94164,urban,no response,0
4290,ALJwVOXl,16,cozily,36604,married,expensive,soccer,124242,urban,no response,0
4291,xbI2fllE,58,cozily,91368,married,expensive,soccer,124511,rural,response,1
4292,toGsI9xb,53,healthy,90598,single,practical,badminton,115332,urban,response,1
4293,G1f0dpwO,26,active,74751,married,expensive,soccer,128017,urban,no response,0
4294,Tb1Q89Cu,30,cozily,32273,single,practical,badminton,56962,urban,no response,0
4295,tLQHQTV2,59,cozily,72372,married,practical,badminton,71140,rural,no response,0
4296,SK4htkEc,36,active,26387,married,expensive,athletics,131236,urban,no response,0
4297,FmBajB7W,63,active,19082,single,practical,athletics,47737,urban,response,1
4298,a9MBK4tU,50,healthy,18091,married,practical,badminton,20022,urban,no response,0
4299,aRmEyQH6,64,active,90104,single,practical,badminton,90666,rural,response,1
4300,D9lglP25,27,cozily,99230,married,expensive,athletics,125949,urban,no response,0
4301,N3a2tLz7,68,cozily,50657,single,practical,unknown,43580,urban,response,1
4302,Zih03H1E,34,healthy,96495,single,expensive,athletics,131581,rural,no response,0
4303,ckFwCazd,48,cozily,93850,single,expensive,badminton,73458,urban,no response,0
4304,CDIcn53r,17,healthy,23751,single,expensive,athletics,94666,rural,no response,0
4305,svWzzQ7O,56,healthy,72930,single,practical,unknown,79222,urban,response,1
4306,ZOGnklmg,55,active,11300,single,practical,badminton,24557,rural,response,1
4307,xglBgzo6,27,healthy,71132,married,practical,badminton,124235,rural,no response,0
4308,dfPMX88a,39,cozily,51270,single,expensive,unknown,51578,urban,no response,0
4309,4uzqqktI,57,healthy,22145,single,practical,soccer,138672,urban,response,1
4310,HKASeTuY,54,healthy,65631,married,practical,athletics,57349,urban,no response,0
4311,NktWyyUI,30,healthy,52579,single,expensive,soccer,118809,urban,no response,0
4312,yVLKlnHn,56,active,71407,single,expensive,badminton,83443,urban,response,1
4313,9BySBOyt,21,healthy,98610,single,expensive,athletics,107679,urban,no response,0
4314,ZOAlinC0,57,active,85839,married,expensive,athletics,82093,rural,response,1
4315,8pJGJjz2,44,healthy,96321,married,expensive,soccer,80630,urban,no response,0
4316,qUBoVl0v,31,healthy,27576,single,expensive,athletics,139681,rural,no response,0
4317,DCipr6LO,67,healthy,30143,married,practical,athletics,32101,urban,response,1
4318,928LuFUB,66,healthy,57452,single,practical,unknown,68275,rural,response,1
4319,zI9ui3TO,57,healthy,31185,single,expensive,badminton,104759,rural,response,1
4320,cTarFqcx,57,healthy,58945,single,expensive,athletics,71778,urban,response,1
4321,cTyA9fon,55,active,15128,single,expensive,badminton,35885,rural,no response,0
4322,4mrwzBhC,55,cozily,76270,single,expensive,athletics,148248,urban,response,1
4323,1umB7Iek,59,active,47091,single,practical,badminton,83532,urban,response,1
4324,E0Lno6HK,66,healthy,57007,single,practical,athletics,107688,urban,response,1
4325,9sPiF2GK,40,healthy,57993,single,expensive,unknown,22439,urban,no response,0
4326,BEMsgR24,64,cozily,14903,single,expensive,soccer,106758,rural,response,1
4327,IJLsbvQg,66,cozily,69624,single,expensive,athletics,67336,urban,response,1
4328,F5FgAxcr,44,active,76541,single,practical,badminton,115065,urban,no response,0
4329,Uwc1Ik1l,22,active,45786,married,practical,unknown,108194,rural,no response,0
4330,4yaXqbEE,36,cozily,59601,married,practical,unknown,27679,urban,no response,0
4331,pGMWaqYK,26,healthy,84462,married,practical,badminton,133122,urban,no response,0
4332,ZyPNEC4Q,62,cozily,90350,single,expensive,unknown,109230,urban,response,1
4333,UmUCYsB5,23,active,25942,single,expensive,athletics,98774,rural,no response,0
4334,msGEGJ5F,51,cozily,25183,single,practical,badminton,20401,urban,no response,0
4335,7XEUBmC7,68,cozily,12428,single,practical,athletics,93632,rural,response,1
4336,TQ4J2Vvm,41,cozily,97632,married,expensive,unknown,123926,urban,no response,0
4337,cacL2EYl,44,active,47535,married,practical,athletics,26794,urban,no response,0
4338,InylL8Ym,60,active,97984,married,practical,badminton,66002,urban,response,1
4339,3X1GwDVq,43,cozily,24876,single,practical,unknown,131627,urban,no response,0
4340,cLCgkcPw,21,cozily,83241,single,expensive,athletics,101650,urban,no response,0
4341,KMEK94pP,39,active,87468,single,expensive,unknown,136612,urban,no response,0
4342,bw9r6BKF,19,healthy,81150,married,practical,athletics,144632,urban,response,1
4343,GIk2YkEf,44,healthy,29843,married,expensive,soccer,38089,urban,no response,0
4344,POvl7EK3,26,healthy,48836,single,expensive,badminton,36603,urban,no response,0
4345,eSWmV6DA,68,cozily,50921,married,practical,badminton,95063,rural,response,1
4346,FoO2AstX,40,active,61474,single,practical,unknown,125228,rural,no response,0
4347,AJfDHayv,64,healthy,63104,married,expensive,unknown,40519,urban,response,1
4348,WVhSdsjr,34,active,94095,single,practical,soccer,35907,rural,no response,0
4349,GR5fAupE,56,healthy,95665,married,practical,unknown,114802,urban,response,1
4350,YY9skY7s,32,cozily,77791,single,expensive,unknown,85683,urban,no response,0
4351,tghtwN8N,54,cozily,75779,single,expensive,athletics,124510,urban,no response,0
4352,Hnowse50,23,healthy,69254,single,expensive,soccer,143949,rural,response,1
4353,JaeyVg5w,16,active,55104,single,practical,unknown,128028,urban,no response,0
4354,PmEfBuhk,64,healthy,60099,single,expensive,badminton,30487,urban,response,1
4355,PTIA8LbG,16,cozily,42210,married,expensive,unknown,139813,rural,no response,0
4356,wAhfq0D8,35,cozily,31394,married,practical,badminton,47591,urban,no response,0
4357,BPupJFkf,53,cozily,40391,married,practical,athletics,58076,urban,response,1
4358,F3OgY25Y,44,active,54987,married,expensive,soccer,94220,urban,no response,0
4359,5n0LvRHW,16,cozily,74862,single,practical,badminton,34022,rural,no response,0
4360,ibawW8hJ,64,healthy,62517,married,practical,soccer,148801,rural,response,1
4361,0pkDHCyD,34,active,22587,married,practical,badminton,62640,urban,no response,0
4362,qYzjSWh4,26,healthy,87573,married,practical,soccer,59402,rural,no response,0
4363,oLMwDO4A,36,active,64858,single,practical,athletics,38878,rural,no response,0
4364,zkulz2k0,53,active,83855,single,expensive,badminton,60987,rural,no response,0
4365,I0peI4AJ,57,cozily,58325,married,expensive,badminton,92489,rural,response,1
4366,hyK9W7gm,43,cozily,85310,single,expensive,athletics,76131,rural,no response,0
4367,2LfcPnmI,65,healthy,92907,married,practical,athletics,111699,rural,response,1
4368,qe7UYTNk,21,cozily,86867,married,expensive,badminton,25683,urban,no response,0
4369,4ngm211L,38,active,46213,single,practical,soccer,121839,urban,no response,0
4370,tkTrs5Za,35,cozily,56822,married,practical,athletics,114307,rural,no response,0
4371,Cg1Zykpm,48,cozily,81564,married,practical,soccer,29080,urban,no response,0
